ID,Size,Type,"Date Commissioned",Length,"Water Supply System","Water Source","Off-Take Point",Barangay
6046,100,PVC,,1.783,"{""type"":""MultiLineString"",""coordinates"":[[[125.616856,7.11974],[125.616848,7.119726]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",CABANTIAN
6047,100,PVC,,57.065,"{""type"":""MultiLineString"",""coordinates"":[[[125.623013951,7.122599496],[125.6231,7.122878],[125.623128,7.122961],[125.623152276,7.123028606],[125.623174501,7.123089826]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6048,50,PVC,,36.524,"{""type"":""MultiLineString"",""coordinates"":[[[125.623506204,7.122149463],[125.623464474,7.122477082]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6049,50,PVC,,75.305,"{""type"":""MultiLineString"",""coordinates"":[[[125.623464474,7.122477082],[125.623458274,7.122525846],[125.623435551,7.122582287],[125.62340733,7.122642394],[125.623355279,7.122748505],[125.6232153,7.12299997],[125.623174501,7.123089826]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6050,50,PVC,,51.576,"{""type"":""MultiLineString"",""coordinates"":[[[125.623013951,7.122599496],[125.623464474,7.122477082]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6051,100,PVC,,67.571,"{""type"":""MultiLineString"",""coordinates"":[[[125.623506204,7.122149463],[125.62292,7.122324]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6052,100,PVC,,32.37,"{""type"":""MultiLineString"",""coordinates"":[[[125.62292,7.122324],[125.622918,7.122339],[125.623013951,7.122599496]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6054,50,PVC,,190.822,"{""type"":""MultiLineString"",""coordinates"":[[[125.619596,7.119567],[125.619857,7.119488],[125.619909,7.119477],[125.61998,7.119476],[125.62003,7.119486],[125.620111,7.119525],[125.620278,7.119612],[125.620428,7.119691],[125.620913,7.119943],[125.621165,7.120076]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6057,50,PVC,,61.393,"{""type"":""MultiLineString"",""coordinates"":[[[125.619596,7.119567],[125.619277,7.119664],[125.619193,7.1197],[125.61908,7.119766]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6058,50,PVC,,100.361,"{""type"":""MultiLineString"",""coordinates"":[[[125.621165,7.120076],[125.621593,7.120303],[125.62161,7.120312],[125.621679,7.120357],[125.621727,7.120398],[125.621768,7.120451],[125.621866,7.120616]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6059,100,PVC,,82.629,"{""type"":""MultiLineString"",""coordinates"":[[[125.620593,7.120983],[125.619937,7.120624]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6061,100,PVC,,67.2,"{""type"":""MultiLineString"",""coordinates"":[[[125.62144,7.119534],[125.621435,7.119543],[125.621165,7.120076]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6062,100,PVC,,48.516,"{""type"":""MultiLineString"",""coordinates"":[[[125.623174501,7.123089826],[125.623215,7.123199],[125.623419,7.123294],[125.623431,7.1233],[125.623496,7.12333],[125.623507,7.123336]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
6090,100,PVC,,108.663,"{""type"":""MultiLineString"",""coordinates"":[[[125.634146,7.129964],[125.634234,7.130223],[125.634341,7.130517],[125.634454,7.130853],[125.634469,7.130892]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6091,100,PVC,,90.374,"{""type"":""MultiLineString"",""coordinates"":[[[125.635755,7.128478],[125.635598,7.12928]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6092,38,PE,,51.995,"{""type"":""MultiLineString"",""coordinates"":[[[125.635767,7.133389],[125.635812,7.133857]]]}","Dumoy Water Supply System",,,COMMUNAL
6093,38,PE,,376.94,"{""type"":""MultiLineString"",""coordinates"":[[[125.635743,7.133103],[125.635535,7.133123],[125.635451,7.133126],[125.63533,7.133125],[125.635213,7.133112],[125.635141,7.133101],[125.635043,7.13308],[125.634913,7.133037],[125.634836,7.133362],[125.63478,7.133594],[125.634766,7.133662],[125.634728,7.133765],[125.634675,7.13389],[125.634654,7.133915],[125.634621,7.133942],[125.634603,7.133962],[125.634484,7.134139],[125.634463,7.134163],[125.634399,7.134392],[125.634368,7.134508],[125.634344,7.134596],[125.634322,7.134668],[125.634314,7.134692],[125.634109,7.135448]]]}","Dumoy Water Supply System","Conjunctive Water",Cabantian,COMMUNAL
6094,50,PVC,,249.716,"{""type"":""MultiLineString"",""coordinates"":[[[125.636534,7.12777],[125.636907,7.128055],[125.636819,7.128169],[125.63655,7.128518],[125.636531,7.128557],[125.636493,7.128726],[125.636523,7.128732],[125.637468,7.128892]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6095,50,PVC,,225.288,"{""type"":""MultiLineString"",""coordinates"":[[[125.635892,7.129969],[125.635818,7.130386],[125.635762,7.130701],[125.635777,7.130726],[125.6358,7.130735],[125.635859,7.130737],[125.635964,7.130745],[125.636001,7.130771],[125.636021,7.130805],[125.636037,7.130844],[125.636141,7.131187],[125.636267,7.131764]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6096,100,PVC,,264.42,"{""type"":""MultiLineString"",""coordinates"":[[[125.636334,7.127622],[125.636317,7.127668],[125.636276,7.127774],[125.636235,7.12799],[125.635957,7.129588],[125.635895,7.129949],[125.635892,7.129969]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6097,150,PVC,,27.495,"{""type"":""MultiLineString"",""coordinates"":[[[125.636334,7.127622],[125.636534,7.12777]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6098,38,PE,,31.74,"{""type"":""MultiLineString"",""coordinates"":[[[125.635743,7.133103],[125.635767,7.133389]]]}","Dumoy Water Supply System",,,COMMUNAL
6099,38,PE,,190.687,"{""type"":""MultiLineString"",""coordinates"":[[[125.636267,7.131764],[125.636408,7.132314],[125.636417,7.132372],[125.636416,7.132454],[125.636402,7.132503],[125.636377,7.132556],[125.636325,7.132641],[125.636289,7.132698],[125.636158,7.132921],[125.636116,7.132982],[125.636082,7.133016],[125.636035,7.13305],[125.635999,7.133071],[125.635962,7.133085],[125.635743,7.133103]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6100,38,PE,,57.524,"{""type"":""MultiLineString"",""coordinates"":[[[125.635767,7.133389],[125.635268,7.133416],[125.635247,7.133417]]]}","Dumoy Water Supply System",,,COMMUNAL
6101,100,PVC,,105.613,"{""type"":""MultiLineString"",""coordinates"":[[[125.634194,7.128868],[125.633906,7.129156],[125.633885,7.129177],[125.634048,7.129669]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6102,100,PVC,,143.789,"{""type"":""MultiLineString"",""coordinates"":[[[125.634653,7.128386],[125.63467101,7.128403807],[125.635021,7.128745],[125.635598,7.12928]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6103,100,PVC,,40.42,"{""type"":""MultiLineString"",""coordinates"":[[[125.634653,7.128386],[125.634641,7.128399],[125.634401,7.128651]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6104,100,PVC,,74.885,"{""type"":""MultiLineString"",""coordinates"":[[[125.635124,7.127899],[125.634653,7.128386]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6105,150,PVC,,88.323,"{""type"":""MultiLineString"",""coordinates"":[[[125.635698,7.127138],[125.636334,7.127622]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6106,100,PVC,,68.021,"{""type"":""MultiLineString"",""coordinates"":[[[125.635698,7.127138],[125.635694618,7.127142108],[125.635662,7.127181],[125.635618,7.127271],[125.635337,7.127634]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6107,100,PVC,,94.651,"{""type"":""MultiLineString"",""coordinates"":[[[125.635124,7.127899],[125.635153,7.127925],[125.635755,7.128478]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6108,100,PVC,,37.606,"{""type"":""MultiLineString"",""coordinates"":[[[125.635124,7.127899],[125.635137,7.127887],[125.635337,7.127634]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6109,100,PVC,,116.147,"{""type"":""MultiLineString"",""coordinates"":[[[125.635337,7.127634],[125.635772,7.12804],[125.635794,7.128063],[125.635809,7.128092],[125.635812,7.128117],[125.635812,7.128152],[125.635755,7.128478]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6110,100,PVC,,34.374,"{""type"":""MultiLineString"",""coordinates"":[[[125.634048,7.129669],[125.634146,7.129964]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6111,75,PVC,,184.283,"{""type"":""MultiLineString"",""coordinates"":[[[125.634401,7.128651],[125.634451,7.128697],[125.634628,7.128866],[125.634647,7.128893],[125.634655,7.128916],[125.634653,7.128951],[125.634506,7.129775],[125.634496,7.129812],[125.634468,7.129842],[125.634441,7.129861],[125.634181,7.129952],[125.634146,7.129964]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6112,100,PVC,,33.148,"{""type"":""MultiLineString"",""coordinates"":[[[125.634401,7.128651],[125.634194,7.128868]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6113,50,PVC,,106.691,"{""type"":""MultiLineString"",""coordinates"":[[[125.634194,7.128868],[125.634219,7.128891],[125.634301,7.128967],[125.634313,7.128984],[125.63432,7.129006],[125.63432,7.129032],[125.634281,7.129229],[125.634207,7.129585],[125.634193,7.129605],[125.63417,7.129626],[125.634095,7.129653],[125.634048,7.129669]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",COMMUNAL
6114,100,PVC,,134.633,"{""type"":""MultiLineString"",""coordinates"":[[[125.64882222,7.139131004],[125.648817805,7.139170369],[125.648776601,7.139635113],[125.648732658,7.140197955],[125.648718658,7.140343955]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6115,100,PVC,,46.587,"{""type"":""MultiLineString"",""coordinates"":[[[125.648497996,7.138794335],[125.648575815,7.138904858],[125.648624844,7.138948528],[125.64882222,7.139131004]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6116,150,PVC,,26.229,"{""type"":""MultiLineString"",""coordinates"":[[[125.648742939,7.140439608],[125.648948224,7.140558806]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6117,50,PVC,,53.653,"{""type"":""MultiLineString"",""coordinates"":[[[125.650807,7.144335],[125.650699,7.143862]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6118,50,PVC,,53.054,"{""type"":""MultiLineString"",""coordinates"":[[[125.651024,7.143783],[125.651125,7.144252]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6119,50,PVC,,52.345,"{""type"":""MultiLineString"",""coordinates"":[[[125.651466,7.144163],[125.651363,7.143701]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6120,50,PVC,,51.659,"{""type"":""MultiLineString"",""coordinates"":[[[125.651813,7.14407],[125.651695,7.143618]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6121,50,PVC,,50.753,"{""type"":""MultiLineString"",""coordinates"":[[[125.65203,7.143533],[125.652115,7.143984]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6122,50,PVC,,127.381,"{""type"":""MultiLineString"",""coordinates"":[[[125.650807,7.144335],[125.650533,7.144411],[125.650512,7.144411],[125.650495,7.144409],[125.650478,7.144401],[125.65046,7.144388],[125.650446,7.144365],[125.650361,7.144026],[125.650361,7.143995],[125.650368,7.143973],[125.650381,7.143951],[125.650402,7.143934],[125.650421,7.143925],[125.650458,7.143916],[125.650699,7.143862]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6123,50,PVC,,36.306,"{""type"":""MultiLineString"",""coordinates"":[[[125.651125,7.144252],[125.650807,7.144335]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6124,50,PVC,,36.948,"{""type"":""MultiLineString"",""coordinates"":[[[125.650699,7.143862],[125.651024,7.143783]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6125,50,PVC,,38.932,"{""type"":""MultiLineString"",""coordinates"":[[[125.651466,7.144163],[125.651125,7.144252]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6126,50,PVC,,38.529,"{""type"":""MultiLineString"",""coordinates"":[[[125.651024,7.143783],[125.651363,7.143701]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6127,50,PVC,,39.686,"{""type"":""MultiLineString"",""coordinates"":[[[125.651813,7.14407],[125.651466,7.144163]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6128,50,PVC,,37.804,"{""type"":""MultiLineString"",""coordinates"":[[[125.651363,7.143701],[125.651695,7.143618]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6129,50,PVC,,34.689,"{""type"":""MultiLineString"",""coordinates"":[[[125.652115,7.143984],[125.651813,7.14407]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6130,50,PVC,,38.18,"{""type"":""MultiLineString"",""coordinates"":[[[125.651695,7.143618],[125.65203,7.143533]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6131,50,PVC,,33.659,"{""type"":""MultiLineString"",""coordinates"":[[[125.65203,7.143533],[125.652324,7.143453]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6132,50,PVC,,50.239,"{""type"":""MultiLineString"",""coordinates"":[[[125.652429,7.143895],[125.652324,7.143453]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6133,50,PVC,,38.088,"{""type"":""MultiLineString"",""coordinates"":[[[125.652761,7.143802],[125.652429,7.143895]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6134,50,PVC,,36.054,"{""type"":""MultiLineString"",""coordinates"":[[[125.652429,7.143895],[125.652115,7.143984]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6135,50,PVC,,49.701,"{""type"":""MultiLineString"",""coordinates"":[[[125.652656,7.143365],[125.652761,7.143802]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6136,50,PVC,,37.942,"{""type"":""MultiLineString"",""coordinates"":[[[125.652656,7.143365],[125.652324,7.143453]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6137,100,PVC,,44.067,"{""type"":""MultiLineString"",""coordinates"":[[[125.646433,7.143108],[125.646041,7.143182]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6138,100,PVC,,21.404,"{""type"":""MultiLineString"",""coordinates"":[[[125.646623,7.14307],[125.646433,7.143108]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6139,50,PVC,,159.583,"{""type"":""MultiLineString"",""coordinates"":[[[125.647096,7.144446],[125.646823,7.143029]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6140,100,PVC,,22.553,"{""type"":""MultiLineString"",""coordinates"":[[[125.646823,7.143029],[125.646623,7.14307]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6141,100,PVC,,22.835,"{""type"":""MultiLineString"",""coordinates"":[[[125.647026,7.14299],[125.646823,7.143029]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6142,100,PVC,,22.519,"{""type"":""MultiLineString"",""coordinates"":[[[125.647227,7.142956],[125.647026,7.14299]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6143,50,PVC,,63.671,"{""type"":""MultiLineString"",""coordinates"":[[[125.649046857,7.143539927],[125.648482472,7.143655982]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6144,50,PVC,,24.41,"{""type"":""MultiLineString"",""coordinates"":[[[125.649261841,7.143489492],[125.649076857,7.143532927],[125.649046857,7.143539927]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6145,50,PVC,,206.443,"{""type"":""MultiLineString"",""coordinates"":[[[125.649261841,7.143489492],[125.649267,7.143515],[125.649399,7.144123],[125.649491,7.144611],[125.649636,7.145201],[125.649664,7.145302]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6146,150,PVC,,25.694,"{""type"":""MultiLineString"",""coordinates"":[[[125.649489771,7.143440805],[125.649261841,7.143489492]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6147,50,PVC,,185.039,"{""type"":""MultiLineString"",""coordinates"":[[[125.649864,7.145058],[125.649826,7.145007],[125.649809,7.144959],[125.649783,7.144863],[125.649672,7.144353],[125.64962,7.144094],[125.649598,7.143957],[125.649489771,7.143440805]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6148,50,PVC,,164.964,"{""type"":""MultiLineString"",""coordinates"":[[[125.649704816,7.143401137],[125.649711,7.143433],[125.649975,7.144654],[125.649998,7.144758],[125.65002,7.144803],[125.650045,7.144837]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6149,50,PVC,,26.452,"{""type"":""MultiLineString"",""coordinates"":[[[125.649939628,7.143352244],[125.649893908,7.143361866],[125.649770239,7.143385852],[125.649704816,7.143401137]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6150,50,PVC,,24.243,"{""type"":""MultiLineString"",""coordinates"":[[[125.649704816,7.143401137],[125.649489771,7.143440805]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6151,50,PVC,,136.037,"{""type"":""MultiLineString"",""coordinates"":[[[125.648844,7.144563],[125.648754,7.14459],[125.648709,7.14462],[125.648587,7.144746],[125.648467,7.144886],[125.648432,7.144951],[125.648363,7.145089],[125.648354,7.145112],[125.648372,7.145155],[125.648729,7.145383]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6152,50,PVC,,70.81,"{""type"":""MultiLineString"",""coordinates"":[[[125.648729,7.145383],[125.64873,7.145304],[125.64872,7.145216],[125.648613,7.14481],[125.648599,7.144759]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6153,50,PVC,,53.869,"{""type"":""MultiLineString"",""coordinates"":[[[125.648736,7.144088],[125.648844,7.144563]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6154,50,PVC,,27.534,"{""type"":""MultiLineString"",""coordinates"":[[[125.649033,7.14453],[125.648855,7.144564],[125.648793,7.144592]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
6155,50,PVC,,23.833,"{""type"":""MultiLineString"",""coordinates"":[[[125.649033,7.14453],[125.649244,7.144485]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
